Ext.ID	Museum	Sampling.date	Catalogue.accession	Species	Collection.notes	Sex	Age	Year	Country	Region	Locality	Oral.health	Appearance	Sampling.comments	Ext.Date	Sample.weight.g.	Pigmented_extract	Qubit.concentration.ng.ul.	LP.date	Extract.vol.used	LP.copies	Ind.date	LP.vol.used	Ind.cycles	Ind.copies	Pool	Pooled.volume.ul.	Instrument.model	Common.name	habitat.general	order	Species_Lintulaakso_et_al	diet_cluster_name	diet_quality	cp	ee	cf	ash	nfe	calculated_species_main_diet	raw_count	unmapped_count	mapped_count	host_count	human_count	unmapped_avlength	mapped_avlength	p_Sediment.Soil	p_Skin	p_aOral	p_mOral	p_Unknown	classified	unclassified	Bacteria	Archaea	Eukaryota	Viruses	species_raw	is.blank	failed.repeated	combined.sample	Sample.weight.ug	DNA_input_ng	libraries_input_copies	theor_ind_copies
MS_100	NMS	20230503	2003.160.041	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AO060	male	8 months 	2001	Scotland	St. Kilda	Hirta				20230801	0.012	TRUE	1.73	20230810	10	9460000	20230908	12	11	226000		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	12	17.3	113520000	232488960000
MS_101	NMS	20230503	2003.160.2118	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL030	male	35 months 	1986	Scotland	St. Kilda	Hirta				20230613	0.014	FALSE	31.2	20230619	20	2790000	20230622	18	11	2.93e+08	Pool D	5	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	802556	715661	55147	34847	20300	67.95	46.96	0	4.7	21.3	22.9	51	8.6	91.4	2.9	0	5.69	0	983	FALSE	FALSE	FALSE	14	624	50220000	102850560000
MS_102	NMS	20230503	2003.160.2111	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OL011	male	35 months 	1986	Scotland	St. Kilda	Hirta				20230814	0.016	TRUE	9.93	20230821	10	2.4e+08	20230908	12	11	2.54e+10	Pool B	3	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	9757992	8359315	115888	112443	3445	66.17	57.15	12.9	5	12.3	13.1	56.7	16.9	83.1	16.8	0	0.05	0	8866	FALSE	FALSE	FALSE	16	99.3	2.88e+09	5.89824e+12
MS_103	NMS	20230503	2003.160.2090	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OK038	female	60 months 	1986	Scotland	St. Kilda	Hirta				20230713	0.021	FALSE	17.1	20230719	20	5.82e+08	20230920_remainder	12	11	2.06e+10	Pool B	3	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	64359	53388	1147	1136	11	48.62	49.3	63.9	20.4	0.3	0	15.4	15.3	84.7	15.3	0	0.02	0	756	FALSE	FALSE	FALSE	21	342	6.984e+09	1.4303232e+13
MS_104	NMS	20230503	2003.160.2091	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OK040	female	108 months 	1986	Scotland	St. Kilda	Hirta				20230713	0.022	FALSE	34.3	20230719	20	3.81e+08	20230920_remainder	12	11	3.6e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	2966	2651	31	30	1	62.15	57.32	NA	NA	NA	NA	NA	11.7	88.3	11.4	0	0.19	0	84	FALSE	FALSE	FALSE	22	686	4.572e+09	9.363456e+12
MS_105	NMS	20230503	2003.160.2023	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OB009	female	108 months 	1989	Scotland	St. Kilda	Hirta				20230713	0.015	FALSE	4.72	20230719	20	1.95e+08	20230905	12	11	1.57e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	129393	86116	4634	4590	44	43.87	43.64	0	0	0	0	100	8.3	91.7	8.2	0	0.02	0	1127	FALSE	FALSE	FALSE	15	94.4	2.34e+09	4.79232e+12
MS_106	NMS	20230503	2003.160.2015	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT NY103	female	48 months 	1989	Scotland	St. Kilda	Hirta				20230713	0.019	FALSE	20.5	20230719	20	4.85e+08	20230905	12	11	7.56e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	2286372	1966141	56751	56331	420	51.69	50.5	6.1	6.8	29	27.9	30.2	32.1	67.9	32.1	0	0.01	0	4520	FALSE	FALSE	FALSE	19	410	5.82e+09	1.191936e+13
MS_107	NMS	20230504	2003.160.4361	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BW071	female	83 months 	2016	Scotland	St. Kilda	Hirta				20230713	0.021	FALSE	2.06	20230719	20	1.66e+08	20230905	12	11	3.08e+10	Pool B	3	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	6502151	5407339	265764	264424	1340	58.25	57.25	7.5	5	22.6	22.4	42.5	22.6	77.4	22.5	0	0.02	0	7516	FALSE	FALSE	FALSE	21	41.2	1.992e+09	4.079616e+12
MS_108	NMS	20230504	2003.160.4353	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BY505	female	119 months 	2016	Scotland	St. Kilda	Hirta				20230801	0.014	FALSE	3.69	20230810	20	13200000	20230908	12	11	2.2e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	631108	543673	8557	8310	247	52.14	49.38	8	7.6	18.7	30.5	35.2	19.8	80.2	19.8	0	0.01	0	2945	FALSE	FALSE	FALSE	14	73.8	158400000	324403200000
MS_109	NMS	20230504	2003.160.4345	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BO564	female	107 months 	2016	Scotland	St. Kilda	Hirta				20230801	0.021	FALSE	2.48	20230810	20	1.12e+08	20230908	12	11	3.94e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1040130	862545	29809	29207	602	45.8	47.16	3.3	5.6	29.2	29.7	32.2	10.2	89.8	10.2	0	0.01	0	3821	FALSE	FALSE	FALSE	21	49.6	1.344e+09	2.752512e+12
MS_110	NMS	20230504	2019.6.4394	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BW094	female	95 months 	2017	Scotland	St. Kilda	Hirta				20230719	0.016	TRUE	3.18	20230801	10	14700000	20230905	12	11	497000		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	16	31.8	176400000	361267200000
MS_111	NMS	20230504	2019.6.4381	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT VB003	male	59 months 	2017	Scotland	St. Kilda	Hirta				20230719	0.016	TRUE	0.597	20230801	20	18900		NA	NA	NA		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	16	11.94	NA	NA
MS_112	NMS	20230504	2019.6.4390	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT CL073	male	11 months 	2017	Scotland	St. Kilda	Hirta				20230719	0.012	FALSE	2.32	20230801	20	483000	20230920_remainder	12	14	318000		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	12	46.4	5796000	94961664000
MS_113	NMS	20230504	2019.6.4455	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT AW525	female	179 months 	2018	Scotland	St. Kilda	Hirta				20230719	0.017	TRUE	5.88	20230801	10	67700000	20230905	12	11	1.23e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	2946179	2478811	199923	198567	1356	53.55	58.27	7.2	5.1	19.1	23.9	44.7	7.7	92.3	7.6	0.1	0.03	0	6597	FALSE	FALSE	FALSE	17	58.8	812400000	1663795200000
MS_114	NMS	20230504	2019.6.4452	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT BG186	male	83 months 	2018	Scotland	St. Kilda	Hirta			deformity or decay on third lower molar from both sides (photo)	20230801	0.017	TRUE	2.55	20230810	10	6120000	20230908	12	11	1.46e+08	Pool D	5	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	1131517	1029081	27846	26597	1249	53.69	53.9	3.2	5.9	23.1	27	40.8	5.5	94.6	5.4	0	0.03	0	4853	FALSE	FALSE	FALSE	17	25.5	73440000	150405120000
MS_115	NMS	20230504	2019.6.4470	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT OP345	female	age not known  	2018	Scotland	St. Kilda	Hirta				20230719	0.014	TRUE	0.955	20230801	20	187000	20230920_remainder	12	14	780000		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	14	19.1	2244000	36765696000
MS_116	NMS	20230504	2019.6.4466	Ovis aries	Collector: Soay Sheep Project; Donor: Pemberton, Josephine, Prof., Institute of Cell, Animal and Population Biology, Ashworth Laboratories, Kings Buildings, West Mains Road, Edinburgh EH9 3JT CY046	male	71 months 	2018	Scotland	St. Kilda	Hirta			deformity or decay on third lower molar right side (photo)	20230801	0.016	TRUE	5.05	20230810	10	6990000	20230908	12	11	985000		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	16	50.5	83880000	171786240000
MS_117	NMS	20230504	2014.52.304	Ovis aries	 Dick Vet Coll			<1940						white; a lot of glue	20230719	0.024	FALSE	1.38	20230801	20	1.13e+08	20230905	12	11	9.16e+09	Pool C	4	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	19281752	13830076	775602	769821	5781	47.31	52.2	8	4.5	15.7	7.6	64.2	20.2	79.8	13.2	7	0.01	0	7760	FALSE	FALSE	FALSE	24	27.6	1.356e+09	2.777088e+12
MS_118	NMS	20230504	2014.52.220	Ovis aries	 Dick Vet Col			<1940						white; a lot of glue/	20230719	0.019	FALSE	0.353	20230801	20	15200000	20230905	12	11	5.02e+09	Pool C	2	Illumina NovaSeq X Plus	Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	2036525	1406914	28282	27762	520	44.34	51.93	4.8	21.8	26.3	20.9	26.3	14.1	85.9	14	0	0	0	3838	FALSE	FALSE	FALSE	19	7.06	182400000	373555200000
MS_121	NMS	20230504	1929.40.101	Equus caballus	 										20230808	0.024	FALSE	33.1	20230811	20	1.58e+08	20230904	12	11	2.34e+10	Pool B	3	Illumina NovaSeq X Plus	Horse	Terrestrial	Perissodactyla	Equus caballus	Grazer	4.1	10.65744	2.38335	29.64453	8.93891	48.37576	Herbivore	2567143	2296232	61098	60787	311	53.56	47.64	4.8	1	48.1	19.1	27	6.3	93.7	4.6	1.7	0.01	0	6351	FALSE	FALSE	FALSE	24	662	1.896e+09	3.883008e+12
MS_122	NMS	20230504	1929.40.99	Equus caballus	Iceland pony VI; 442 Horse 										20230808	0.017	FALSE	7.12	20230811	20	5.91e+08	20230904	12	11	7.45e+10	Pool A	3	Illumina NovaSeq X Plus	Horse	Terrestrial	Perissodactyla	Equus caballus	Grazer	4.1	10.65744	2.38335	29.64453	8.93891	48.37576	Herbivore	5655107	4282604	1062	705	357	47.75	40.68	13.6	3.9	26.7	26.4	29.3	17.9	82.1	17.9	0	0	0	5667	FALSE	FALSE	FALSE	17	142.4	7.092e+09	1.4524416e+13
MS_124	NMS	20230522	2014.52.320	Ovis aries	Blackface; Dick Vet Coll 		adult	1874			Lanark				20230719	0.022	TRUE	32	20230801	10	7870000	20230905	12	11	294000		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	22	320	94440000	193413120000
MS_128	NMS	20230522	2014.52.505	Ovis aries	Dick Vet Coll; Soay sheep 	male	adult				Woburn		light-coloured	glue on teeth	20230828	0.029	TRUE	0.382	NA	NA	NA		NA	NA	NA		NA		Sheep	Terrestrial	Artiodactyla	Ovis aries	Grazer-Browser	2.9	12.19316	2.3744	27.85431	9.73788	47.84024	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	29	NA	NA	NA
MS_133	NMS	20230523	1921.21	Orcinus orca	Brought to Olna Station, Shetland, 30 July 1920 by E Paulsen of the Swona, Leith. Presented by C Salvesen and Co. 			1920						difficult to sample	20230828	0.011	FALSE	10.6	20230830	20	3.6e+08	20230920_7-7	12	11	4.58e+10	Pool A	3	Illumina NovaSeq X Plus	Orca	Aquatic	Artiodactyla	Orcinus orca	Carnivore	4.7	58.10424	20.27461	1.75896	10.25319	9.6087	Animalivore	9131933	8604751	30217	25746	4471	69.59	59.45	4.4	1.5	33.1	11.9	49.1	3.8	96.2	3.7	0	0.01	0	8320	FALSE	FALSE	FALSE	11	212	4.32e+09	8.84736e+12
MS_134	NMS	20230523	2015.176	Orcinus orca	M55/15;  								deposits of different colours, some also on root		20230828	0.019	FALSE	12.6	20230830	20	1.19e+09	20230920_7-7	12	11	9.45e+10	Pool A	3	Illumina NovaSeq X Plus	Orca	Aquatic	Artiodactyla	Orcinus orca	Carnivore	4.7	58.10424	20.27461	1.75896	10.25319	9.6087	Animalivore	12455335	11815224	165934	164881	1053	67.82	54.12	2.1	0.8	33.3	8.3	55.5	3.8	96.2	3.6	0.2	0.02	0	8787	FALSE	FALSE	FALSE	19	252	1.428e+10	2.924544e+13
MS_135	NMS	20230523	2015.142.78	Orcinus orca	Upper right? 								textured plaque		20230828	0.021	FALSE	48.2	20230830	20	1.87e+09	20230920_7-7	12	11	7.17e+10	Pool A	3	Illumina NovaSeq X Plus	Orca	Aquatic	Artiodactyla	Orcinus orca	Carnivore	4.7	58.10424	20.27461	1.75896	10.25319	9.6087	Animalivore	9088597	8219200	664818	663743	1075	73.05	61.29	2.3	0.4	19	4.8	73.5	3	97	2.6	0.4	0.04	0	8093	FALSE	FALSE	FALSE	21	964	2.244e+10	4.595712e+13
MS_136	NMS	20230523	1934.3	Orcinus orca	loose teeth 										20230828	0.013	FALSE	4.27	20230830	20	1.71e+08	20230920_7-7	12	11	3.77e+10	Pool B	2	Illumina NovaSeq X Plus	Orca	Aquatic	Artiodactyla	Orcinus orca	Carnivore	4.7	58.10424	20.27461	1.75896	10.25319	9.6087	Animalivore	7566907	6829508	176140	169053	7087	60.65	45.38	1.6	0.7	49.6	5.8	42.3	7.6	92.4	7.3	0.2	0.07	0	7725	FALSE	FALSE	FALSE	13	85.4	2.052e+09	4.202496e+12
MS_137	NMS	20230523	2001.7	Orcinus orca	 								white		20230828	0.013	FALSE	23.2	20230830	20	3.28e+08	20230920_7-7	12	11	5.33e+10	Pool A	3	Illumina NovaSeq X Plus	Orca	Aquatic	Artiodactyla	Orcinus orca	Carnivore	4.7	58.10424	20.27461	1.75896	10.25319	9.6087	Animalivore	6682581	6337326	75721	75359	362	63.97	51.19	4.3	1	28.3	7	59.4	3.1	96.9	3	0.1	0.01	0	7516	FALSE	FALSE	FALSE	13	464	3.936e+09	8.060928e+12
MV_001	NHM Vienna	20230207	3390	Capreolus capreolus	Stadtwald zbruck, Gem. GB+PB Bruck a.d. Muv, Steiermark Prof DI Johann Knotek leg. et don.	female		1927	Austria	Styria					20230614	0.029	FALSE	3.15	20230620	20	1200000	20230622	18	11	1890000		NA		Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	29	63	21600000	44236800000
MV_002	NHM Vienna	20230207	3387	Capreolus capreolus	Hinterhof Stubmin Gem. Turnau GB+PB Bruck a.d. Mur Steiermark 20 Dez 1924 Prof DI Johann Knotek leg. et don.	female		1924	Austria	Styria					20230607	0.024	FALSE	3.57	20230612	20	2530000	20230622	18	11	9.1e+07	Pool D	5	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	317747	240844	1064	1024	40	42.13	42.54	26.4	6	12.3	9	46.3	16.5	83.5	16.5	0	0	0	1348	FALSE	FALSE	FALSE	24	71.4	45540000	93265920000
MV_003	NHM Vienna	20230207	3395	Capreolus capreolus	Frauenberg, GB+PB Bruck a.d. Mur Steiermark 20 Dez 1927 Prof DI Johann Knotek leg. et don.	female		1927	Austria	Styria					20230607	0.031	FALSE	3.45	20230612	20	1590000	20230622	18	11	1670000		NA		Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	31	69	28620000	58613760000
MV_004	NHM Vienna	20230207	3399	Capreolus capreolus	Bruck a.d. Mur GB+PB Bruck a.d. mur Steiermark Winter 1906 Prof DI Johann Knotek leg. et don.			1906	Austria	Styria					20230605	0.031	FALSE	3.82	20230613	20	1040000	20230622	18	11	1550000		NA		Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	31	76.4	18720000	38338560000
MV_005	NHM Vienna	20230207	72487	Capreolus capreolus	Achenkirch, Schwaz, Tirol Messner familie leg. et don. Ernst Mikschi Dr.	female		2016	Austria	Tyrol					20230614	0.024	FALSE	13.3	20230620	20	2600000	20230622	18	11	11500000	Pool D	5	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	26271	18892	1219	1212	7	57.46	61.45	0	0	0	0	100	12.1	87.9	11.9	0.1	0.04	0	373	FALSE	FALSE	FALSE	24	266	46800000	95846400000
MV_006	NHM Vienna	20230207	72488	Capreolus capreolus	Steinberg am Rofan, Schwaz, Tirol Messner familie leg. et don. Ernst Mikschi Dr.			2016	Austria	Tyrol					20230614	0.023	FALSE	13.8	20230620	20	4690000	20230622	18	11	1.41e+08	Pool D	5	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	973357	676610	29965	29755	210	44.66	49.19	1.2	3	16.4	41.6	37.8	14.3	85.7	14.3	0	0.02	0	2186	FALSE	FALSE	FALSE	23	276	84420000	172892160000
MV_007	NHM Vienna	20230207	34860	Capreolus capreolus	Zwischen Sagl u.Bairbach Gem.+GB Telfs, PB Innsbruck, Tirol Dr. K. Bauer leg (BS 80/41) Gew(?)			1980	Austria	Tyrol					20230629	0.014	FALSE	1.61	20230704	20	3150000	20230920_remainder	12	11	2.73e+08	Pool D	5	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	678663	281912	55624	55314	310	41.34	43.18	0.2	1.3	33.7	22.3	42.5	8.2	91.8	8.2	0	0.02	0	1267	FALSE	FALSE	FALSE	14	32.2	37800000	77414400000
MV_008	NHM Vienna	20230207	22727	Capreolus capreolus	AichbergerZeche (umgebunZech-hüte) östl Savalpe GB+PB Wolfsberg Karnten E. Rebasso leget don.	male		1976	Austria	Carinthia			very fine dust; difficult to sample		20230629	0.008	FALSE	2.44	20230704	20	3.73e+08	20230920_remainder	12	11	1.59e+11	Pool A	2	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	9884132	1564726	8036192	8024442	11750	99.96	65.47	1.9	2.9	9.6	6.4	79.1	15.8	84.2	10.9	0	4.69	0	2946	FALSE	FALSE	FALSE	8	48.8	4.476e+09	9.166848e+12
MV_009	NHM Vienna	20230207	22726	Capreolus capreolus	ReviewAichberger Zeche (umgbg Zechüte) östl. Savalpe Gem St marein GB+PB Kolfsberg Karnten Erich Rebasso			1977	Austria	Carinthia					20230629	0.014	FALSE	12.4	20230704	20	7110000	20230920_remainder	12	11	1040000		NA		Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	14	248	85320000	174735360000
MV_010	NHM Vienna	20230207	22728	Capreolus capreolus	AichbergerZeche (umgebunZech-hüte) östl Savalpe GB+PB Wolfsberg Karnten Erich Rebasso	female		1977	Austria	Carinthia					20230627	0.018	FALSE	5.32	20230629	20	51300000	20230906	12	11	1.37e+10	Pool B	3	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	3630949	2160348	1075221	1070887	4334	53.27	57.91	5.3	4.6	26.3	25.9	37.8	15.2	84.8	15.1	0	0.12	0	5078	FALSE	FALSE	FALSE	18	106.4	615600000	1260748800000
MV_012	NHM Vienna	20230207	3400	Capreolus capreolus	Rettengraben, Kapfenberg, GB+PB Bruck a.d.Mur, Steiermark 3 Aug 1907 Prof DI Johann Knotek leg. et don.	male		1907	Austria	Styria			slightly metallic	 	20230605	0.021	FALSE	13.3	20230613	20	49400	20230622	18	11	1510000		NA		Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	21	266	889200	1821081600
MV_013	NHM Vienna	20230208	151	Capreolus capreolus	Hofjagol Eisenerx Gem + GB Eisenerz PB leoben Steiermark Familien-Fondgüter Direktion don. (AV 1891 | II)			1891	Austria	Styria			teeth heavily worn		20230629	0.014	FALSE	3.02	20230704	20	63500000	20230920_remainder	12	11	3.77e+10	Pool B	2	Illumina NovaSeq X Plus	Roe deer	Terrestrial	Artiodactyla	Capreolus capreolus	Browser-Grazer	4.6	11.87004	3.18471	22.59587	9.88679	52.4626	Herbivore	6179804	4317857	216489	215489	1000	44.14	45.98	7	4.6	27.1	25	36.3	13.4	86.6	13.4	0	0.01	0	5668	FALSE	FALSE	FALSE	14	60.4	7.62e+08	1.560576e+12
